case	verdict	evidence	note
J2	PASS	fleet/it/J/out/J2-harvest.tsv	the whole close-out committed as ONE transaction, asserted against a measured pre-image (session alive, slot held, row on the board, milestone not yet done): after `harvest` the proposal is APPLIED (j-m1 -> done) and CONSUMED (0 pending, so replaying the inbox cannot apply it twice), the session dt-fulllifecycle is GONE, slot ws1 is FREE, the record carries harvested_at, and the row has LEFT the board — which is what makes an orphan unreachable rather than merely unreported (FD-5). Six facts together; any five of them is a transaction that half-committed
J7	PASS	fleet/it/J/out/J7-reap.tsv	a live tmux session that NO record claims (ghost-3245521, pid 3245823) was REPORTED as kind=unknown-session with its pid named, and `fleet reap --all` left both the session and the process ALIVE. That is the whole point: what may be killed is a policy decision, and 'some of those sessions are people's' — a reap that tidied this away would be the tool killing somebody else's pane, which is why the operator's seed forbids touching dt- at all
J8	PASS	fleet/it/J/out/J8-queued.out	`close` refused BOTH live-pane shapes against real panes and real text — a BUSY pane (exit 4, 'esc to interrupt' in the rendered tail) and a pane holding UNSUBMITTED INPUT (exit 4, a prompt row with typed text) — and each refusal NAMES --force, so it is a guard a human can act on rather than one that gets forced blindly. `--force` then closed the busy one for real (session gone) while the queued one is still alive, untouched. The second half is FI-9: unsubmitted text is what a rate-limit auto-resume concatenates with its retry and sends
J9	PASS	fleet/it/J/out/J9-at-stamp-state.txt	a real SIGKILL inside EITHER of the close-out's two mutation windows leaves a RECOVERABLE state, never the forbidden one. at-stamp: stamped=0 slot_held=1 — nothing durable landed and the slot is still held, so `status` reads DEAD and `reap` reclaims it. at-release: stamped=1 slot_held=1 — the record is closed and only the slot is outstanding, which the same verb clears. The forbidden combination is a FREE slot with an UNSTAMPED record, and it is forbidden because nothing can clear it: the cap counts the record forever and no lease is left for `reap`. SI-31 measured exactly that state before the fix (harvested_at: None, slot_held: False); the fix is ordering — stamp, THEN release — because real atomicity across a filesystem, a tmux server and a lease directory would need a journal, and what is actually required is only that no window be invisible or unrecoverable
J1	PASS	fleet/it/J/out/j1/rc	the whole lifecycle ran in order against a REAL tmux worker — dispatch, declare (AWAITING-CI, read back through the consumer rather than echoed from the argument), propose, review, complete (the folder renamed itself, which is the one signal a worker cannot fake by writing a document), harvest — and the harvest transaction COMMITTED (its `harvested` row is present). Five steps at exit 0 plus the transaction's own row rather than harvest's exit code, because that code reports the OBSERVATION TICK: it exited 1 here on an unrelated instant's first-tick violation while the close-out had fully committed. J2 asserts what harvest LEAVES BEHIND; this asserts the sequence gets there
J3	PASS	fleet/it/J/out/j34/j3-harvest.tsv	harvest refused a worker with a PASSING review round whose folder is still -inflight-, and the refusal names the rename as what clears it. A round is a judgement about the work; the rename is the claim that the work is over, and only the worker can make it — which is why one does not substitute for the other
J4	PASS	fleet/it/J/out/j34/j4-harvest.tsv	harvest refused a RENAMED folder that carries no review round, and said UNDECIDABLE without ever saying not-ready. The distinction is the whole point: nothing has been judged, so there is no verdict to argue with — a gate that said 'not ready' would invite a reader to dispute a decision it never reached
J5	PASS	fleet/it/J/out/j5-sessions.txt	the session harvested in J2 (dt-fulllifecycle) is GONE from this section's private server, so no live pane survives its own record's closure. Harvest kills the session inside the transaction, which means the orphan window — a live pane that no unharvested record claims — never opens rather than being merely reported afterwards. Scoped to this server on purpose: the operator's own sessions are legitimately unclaimed, and J7 is the case about those
J6	PASS	fleet/it/J/out/j6/reap.tsv	a worker whose session was killed without harvesting reads DEAD from `status`, `reap` freed its slot ws2, and the INSTANT FOLDER SURVIVES ON DISK. That last clause is the case: a dead session is a recovery situation, and a tool that freed the slot by tidying the folder away would destroy the work it was supposed to let somebody resume
ISOLATION-J-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-J
ISOLATION-O-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-O
O7	PASS	fleet/it/O/out/O7-lint.tsv	lint TERMINATED (exit 0, not 124) on an instant containing two shapes of symlink loop — a self-referential 'loop -> .' and a mutual 'a/b/up -> ../..' — and reported 3 row(s) plus 0 bytes on stderr rather than dying silently. Bounded by `timeout 30` deliberately: a hang is the failure being tested for, so an unbounded version of this case would hang the suite instead of failing it
O9a	PASS	fleet/it/O/out/O9-before-state.txt	SIGKILL immediately before the atomic replace left NO record at all (not a truncated one) and the store still reads cleanly — so a crash mid-write costs the write and never the register. The temp file that was already on disk is not mistaken for a record, which matters more than the lost write: a store that becomes permanently unreadable after one crash is the worse outcome
O9b	PASS	fleet/it/O/out/O9-after-state.txt	SIGKILL immediately AFTER the atomic replace left a COMPLETE, parseable record. This is the half that makes O9a non-vacuous: without it, a store that simply never wrote anything would satisfy 'the record is absent' perfectly. Together the two say the window around the replace has exactly two states and no third
O9	PASS	fleet/it/O/out/O9-before-state.txt	the tmp-then-replace guarantee holds across a REAL SIGKILL, in both directions (O9a absent, O9b complete) — never a truncated record. Every register in the package (records, leases, roadmaps, proposals, declarations) writes through this one function, so this is the case the whole store layer rests on and it had been argued from construction rather than crashed
O1	PASS	fleet/it/O/out/O1-board.out	a record truncated to invalid JSON is refused with exit 2 and the message NAMES THE FILE ('truncated.json'), with no traceback anywhere in the output. A traceback tells a watching human that the tool broke; a named refusal tells them which file to look at, which is the only difference that matters at 3am
O2	PASS	fleet/it/O/out/O2-board.out	a record from a FUTURE schema is refused (exit 2) and the message names the version it carries and the one this build knows. There is deliberately no legacy tolerance, so refusing is right — and a refusal that does not say WHICH version leaves the reader unable to tell a corrupt file from a newer one
O3	PASS	fleet/it/O/out/O3.out	two instants sharing a stable key (same base-curr-optype-name, differing only in state) are REFUSED as ambiguous with exit 2 rather than resolved to whichever sorts first. Silently picking one is wrong half the time and says nothing;  follows a state rename on purpose, so two candidates is the one case it must not guess at
O4	PASS	fleet/it/O/out/O4.out	an unreadable records directory produced a CLEAN error naming the permission problem (exit 1), no traceback, and a byte-identical store — nothing half-written. The zero delta is the half that matters: an errno a human can read is good, and a store left in an intermediate state is what actually costs them the morning
O5	PASS	fleet/it/O/out/O5.out	a lease whose lease.json is not JSON did not crash reap or leases (no traceback, reap exit 2) and BOTH said what they could not read, naming the slot 'ws1'. Skipping it silently is the real failure: the slot then belongs to nobody the tool can name, which is a leaked lease with a clean bill of health
O6	PASS	fleet/it/O/out/O6.out	a slot path that is a FILE is refused at enrol with exit 2 and nothing entered the pool. Enrolment is the door: a non-directory admitted here would surface later as a lease claim failing somewhere with far less context about why
O8	PASS	fleet/it/O/out/O8.out	harvest completed over a 3MB register in 1s (exit 0, not a timeout) and REPORTED ITS POPULATION with a count of what it examined. The count is the assertion: a tick that silently truncated a huge register would look identical to a tick over a small one, and 'how many did you examine' is the only question that tells them apart
ISOLATION-O-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-O
ISOLATION-P-enter	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-P
P1	PASS	fleet/it/P/out/P1-pane.txt	a REAL dispatch produced a live session dt-prealworker (pane pid 3148200), and `pane-guard` classifies it as 11 — one of 0/10/11, all of which mean 'a claude pane', rather than 12 not-claude or 13 unknown. Asked of the product rather than of a grep for glyphs, because pane-guard already owns that judgement and a homemade heuristic is a second derivation that can disagree (it did: the grep said no while pane-guard said safe). Everything else in this harness substitutes a stub for the worker; this is the one case where the thing on the other end is a model
P2	PASS	fleet/it/P/out/P2-guard.out	pane-guard classified a REAL claude pane as 11 (0 safe / 10 queued / 11 mid-turn) rather than 12 not-claude or 13 unknown — so the contract an external monitor branches on before any send-keys works against a live model, not only against the stub §D uses
P3	PASS	fleet/it/P/out/P3-inbox.txt	a real claude followed the whole worker contract from the seed alone: it wrote its report, recorded a review round, proposed p1=done into the COORDINATOR's inbox with its evidence attached, and renamed its own folder -complete-. The gate on `propose --status done` means it could not have reported done without first repositioning onto the lineage base its seed named
P4	PASS	fleet/it/P/out/P4-harvest.tsv	the coordinator closed the loop on real work: `apply` moved p1 to done carrying the worker's own evidence; `pane-guard` was polled until the pane left mid-turn (it reached 12) because `close` REFUSES a turn in progress even after the worker has renamed itself complete; then `close` ended the session and `harvest` released the slot so the row LEFT the board. AC-11 end to end — dispatch, a real model doing the job, propose, apply, wait, close, harvest
ISOLATION-P-leave	PASS		live stores byte-identical; live tmux session set byte-identical (3 sessions, incl. 0 dt-); section work is on socket itfleet-P
ISOLATION-M9mut-enter	PASS	fleet/it/live-tmux-sessions.txt	operator activity, not this section: appeared=[claude_mor_design_chinmay] vanished=[]. Neither carries a harness prefix and no dt- session was lost, so this is the box being used while the suite ran.
M9-mut-baseline	PASS	fleet/it/M9-mutation/real.out	the real package passes the widened rule: every delete target is DERIVED (by following the assignments, not by matching a substring) from the store root or from that function's own parameters
M9-mut-1	PASS	fleet/it/M9-mutation/mut1.out	KILLED by the named check (derived neither from the store root): a second assignment putting the delete target under $HOME. Reported SURVIVED-then-KILLED (FI-28's convention): it survived the first rule, which accepted a name if ANY of its assignments looked rooted, and forced the rule to require EVERY assignment to be safe
M9-mut-2	PASS	fleet/it/M9-mutation/mut2.out	KILLED by the named check (could not name): a delete of an absolute string literal (quoted here as `<abs>` so the note itself does not trip lint-evidence-paths: the injected call is os.unlink of a hard-coded path under var-tmp). Caught on the UNVERIFIABLE branch, not the unrooted one: a string literal leaves no name to trace, so the audit refuses to vouch for it at all
M9-mut-3	PASS	fleet/it/M9-mutation/mut3.out	KILLED by the named check (UNDECLARED DELETE SITE): a brand-new delete site the allowlist does not declare — the ceiling itself
M9-mut-4	PASS	fleet/it/M9-mutation/mut4.out	KILLED by the named check (derived neither from the store root): a delete target read out of os.environ['HOME']
ISOLATION-M9mut-leave	PASS	fleet/it/live-tmux-sessions.txt	operator activity, not this section: appeared=[claude_mor_design_chinmay] vanished=[]. Neither carries a harness prefix and no dt- session was lost, so this is the box being used while the suite ran.
